Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,190281,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.532312737477728,38056.2,47917.95139298007,101062.0,1.0,112189.0,56094.5,78690.37814434494,111737.0,452.0,89219.0,44609.5,63085.94569712021,89218.0,1.0,0,104,104,15.766156368738864,15.766156368738864,0.0,0.0,0.0,0.0,0.0,2,2,0,0,5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14600,1029,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,219467,7,6,122.0,1194.0,122.0,0.0,17.428571428571427,46.11166570712573,419.0,0.0,199.0,219.2040145617776,5996.345692063044,59.23441793071396,18288.916666666664,25966.51151162461,89572.0,1.0,197102.0,32850.333333333336,35238.95847306879,89572.0,3.0,174037.0,34807.4,49991.49220917496,121214.0,1.0,0,172,132,31.895455808845977,27.33896212186798,0.0,419.0,94.0,168.4860185936461,28387.53846153846,2,2,0,4,12,0.0,101.23076923076924,17.428571428571427,199.0,1316,4,31268,0,0,0,0,29200,251,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,678292,8,11,808.0,717.0,357.0,0.0,101.0,128.28762327564684,405.0,0.0,65.18181818181819,123.8691391605013,2248.2942449564493,28.01153485519511,37682.88888888889,37941.894170969455,100367.0,1.0,597736.0,85390.85714285714,37672.55357873763,110154.0,1760.0,577925.0,57792.5,48541.97446712141,103424.0,1.0,0,164,224,11.794330465345308,16.217204389849798,0.0,405.0,76.25,121.54742414296356,14773.776315789475,2,2,0,9,18,1.0,80.26315789473684,101.0,65.18181818181819,1525,9,2692,0,0,0,0,2920,65535,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,183,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10928.96174863388,183.0,0.0,183.0,183.0,183.0,183.0,0.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,0,40,0,10928.96174863388,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2920,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,1363630,19,18,984.0,9460.0,246.0,0.0,51.78947368421052,91.36531006372678,2856.0,0.0,525.5555555555555,844.8493233026628,7658.969075189018,27.133459956146464,37878.61111111112,74273.42337347777,292419.0,0.0,1354453.0,75247.38888888888,119182.33752489791,328396.0,2.0,1331199.0,78305.82352941176,102166.58142234874,296956.0,0.0,0,652,608,13.933398355858994,13.20006160028747,0.0,2856.0,274.8421052631579,624.6430126995474,390178.893314367,2,2,0,13,36,0.0,282.27027027027026,51.78947368421053,525.5555555555555,10444,16,10099,0,0,0,0,29200,131,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,3530918,12,12,892.0,3025.0,357.0,0.0,74.33333333333334,115.63684009812263,2460.0,0.0,252.08333333333331,704.925200201261,1109.3432359516703,6.797099224620906,153518.17391304343,253694.98752217685,894859.0,1.0,3450203.0,313654.81818181823,367667.7783520928,999414.0,3.0,3426363.0,311487.5454545454,398810.5508477336,1067518.0,1.0,0,400,400,3.398549612310453,3.398549612310453,0.0,2460.0,156.68,492.7959111031665,242847.81,2,4,0,9,22,1.0,163.20833333333334,74.33333333333333,252.08333333333331,3917,9,1666,0,0,0,0,14600,135,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,40,0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,14679552,1,3,1.0,39.0,1.0,1.0,1.0,0.0,39.0,0.0,13.0,22.516660498395403,2.724878797391092,0.2724878797391092,4893184.0,8467162.653802512,14670220.0,342.0,0.0,0.0,0.0,0.0,0.0,14670562.0,7335281.0,10373170.212979348,14670220.0,342.0,0,20,72,0.0681219699347773,0.2043659098043319,0.0,39.0,8.2,17.224981857755324,296.70000000000005,1,0,0,1,4,3.0,10.25,1.0,13.0,0,0,0,1,1,3,39,514,133,0,20,8990.0,0.0,8990.0,8990.0,14670220.0,0.0,14670220.0,14670220.0,DictionaryBruteForce
6,1718293,17,15,1234.0,2774.0,976.0,0.0,72.58823529411767,233.99761185307247,1093.0,0.0,184.9333333333333,381.5207290130729,2332.5474758961363,18.62313354008891,55428.80645161291,142254.9748825255,673691.0,0.0,1712424.0,107026.5,188079.4784868,673691.0,0.0,1038742.0,74195.85714285714,118375.33071993908,316758.0,3.0,0,564,488,9.893539693172237,8.729593846916679,0.0,1093.0,121.45454545454548,307.69710054177983,94677.50568181816,2,2,0,13,31,0.0,125.25,72.58823529411765,184.9333333333333,4008,13,3888,0,0,0,0,64240,502,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
6,69780,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,444.25336772714246,42.99226139294928,34890.0,49337.66855051017,69777.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,64,20,28.661507595299515,14.330753797649756,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,1,0,1,1,2,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,0,2214,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DictionaryBruteForce
